Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
54,Travel_Rarely,1463,Research & Development,9,1,Technical Degree,1,Female,80,2,1,Manufacturing Director,2,Single,11193,21057,1,No,24,4,3,2,11,6,4,38,9,10,3,No
43,Travel_Frequently,1431,Sales,14,3,Human Resources,4,Female,81,3,4,Laboratory Technician,1,Married,6493,16153,0,No,20,3,4,3,34,0,3,33,17,3,6,No
40,Travel_Rarely,344,Human Resources,11,5,Marketing,4,Male,68,4,2,Research Director,2,Divorced,4877,26144,4,No,17,3,2,2,5,2,3,28,4,6,6,No
26,Travel_Rarely,1460,Research & Development,26,3,Life Sciences,1,Female,37,4,1,Manufacturing Director,1,Single,3282,25581,1,No,17,4,3,3,20,3,4,1,8,3,6,No
29,Non-Travel,660,Research & Development,26,1,Medical,2,Male,74,2,5,Manufacturing Director,2,Divorced,12375,23485,7,No,18,3,3,0,25,3,2,18,5,8,16,No
18,Travel_Rarely,1199,Sales,14,2,Life Sciences,4,Male,57,1,5,Research Director,2,Divorced,2431,5526,7,No,17,4,2,0,0,0,2,27,15,13,14,No
18,Travel_Rarely,274,Research & Development,7,4,Medical,2,Female,56,4,4,Sales Executive,1,Married,13526,22233,0,No,16,3,1,3,16,5,1,34,15,9,6,Yes
51,Travel_Frequently,208,Human Resources,1,5,Medical,2,Female,94,2,2,Human Resources,4,Married,2775,3634,3,No,22,4,3,2,34,3,3,39,10,4,14,No
49,Travel_Rarely,282,Sales,26,2,Marketing,3,Female,63,2,4,Sales Representative,2,Married,12351,13201,8,No,18,3,1,1,26,6,1,21,14,13,3,No
42,Travel_Frequently,291,Human Resources,25,4,Human Resources,3,Female,91,1,1,Research Scientist,2,Married,15639,2093,4,Yes,13,3,1,3,1,0,4,3,18,8,1,Yes
57,Travel_Rarely,164,Human Resources,13,5,Life Sciences,1,Male,91,4,5,Manager,1,Divorced,5385,21750,9,No,19,4,1,2,35,3,1,7,2,0,12,No
18,Non-Travel,1062,Human Resources,20,5,Human Resources,2,Male,67,1,3,Research Director,2,Divorced,16203,9716,5,No,13,3,1,2,0,3,2,0,15,12,11,Yes
33,Travel_Rarely,1223,Research & Development,3,1,Technical Degree,4,Female,55,3,4,Healthcare Representative,2,Single,4974,16331,2,No,14,4,1,2,9,4,2,35,19,11,9,No
56,Non-Travel,963,Research & Development,20,2,Marketing,3,Male,53,1,3,Manager,4,Single,6905,21330,4,No,23,4,4,1,30,0,4,6,4,13,14,No
22,Non-Travel,1251,Human Resources,4,5,Marketing,3,Female,68,1,3,Research Director,2,Single,5465,18472,0,Yes,20,4,1,1,36,6,2,24,8,3,16,No
39,Travel_Frequently,468,Human Resources,29,5,Technical Degree,2,Female,50,2,5,Manager,4,Married,7945,16241,7,No,24,4,4,1,4,5,4,28,4,6,5,No
46,Travel_Rarely,950,Sales,26,4,Life Sciences,3,Female,76,1,4,Human Resources,2,Divorced,12058,20934,5,No,16,4,3,3,12,3,3,0,3,12,4,No
20,Travel_Rarely,142,Sales,11,1,Other,3,Female,77,3,3,Human Resources,2,Divorced,13636,13006,1,No,22,3,4,3,23,5,4,17,12,1,12,No
29,Non-Travel,587,Research & Development,2,3,Technical Degree,4,Male,42,2,1,Human Resources,4,Single,3302,24521,3,No,24,3,4,1,26,2,4,3,19,14,13,No
43,Travel_Rarely,177,Research & Development,14,1,Life Sciences,2,Male,32,3,2,Manager,4,Single,5966,8357,3,No,22,3,1,3,0,0,4,19,16,8,13,No
33,Non-Travel,925,Sales,12,3,Medical,3,Female,61,1,2,Human Resources,3,Divorced,14447,3445,8,No,18,3,3,1,19,0,2,7,19,2,14,No
54,Non-Travel,1393,Human Resources,17,2,Marketing,2,Female,64,3,5,Laboratory Technician,2,Married,19426,23005,8,No,13,3,3,3,7,0,3,26,11,3,15,No
39,Travel_Rarely,773,Research & Development,12,2,Life Sciences,3,Male,48,3,4,Healthcare Representative,4,Single,15162,8335,4,No,23,3,3,2,2,6,1,38,19,11,9,No
46,Non-Travel,800,Human Resources,26,5,Human Resources,4,Male,43,1,4,Research Scientist,2,Single,17058,20214,2,No,20,3,2,1,31,6,3,34,19,13,0,No
31,Travel_Rarely,858,Sales,12,2,Human Resources,2,Male,77,1,2,Research Director,2,Divorced,9714,25169,0,No,16,4,4,3,24,4,2,24,6,14,10,Yes
45,Non-Travel,827,Research & Development,1,5,Marketing,3,Female,97,2,1,Manufacturing Director,2,Divorced,11899,25775,5,No,15,4,1,2,24,0,3,13,0,14,6,No
22,Non-Travel,1438,Research & Development,13,1,Technical Degree,4,Male,74,2,2,Manager,1,Single,3998,18938,7,No,15,4,2,2,13,4,3,39,15,3,16,Yes
47,Non-Travel,1024,Sales,14,2,Other,3,Female,48,4,2,Manager,3,Single,1909,13956,0,No,15,3,1,3,26,6,4,30,6,7,3,No
22,Travel_Rarely,1001,Research & Development,24,1,Technical Degree,2,Female,93,2,4,Healthcare Representative,1,Married,13729,20818,0,Yes,19,4,2,2,31,2,4,4,1,1,6,No
29,Travel_Rarely,988,Sales,2,1,Life Sciences,3,Male,95,1,3,Sales Executive,3,Married,2880,8919,6,Yes,23,3,3,0,26,1,2,16,11,4,2,No
33,Travel_Rarely,1092,Research & Development,12,2,Technical Degree,2,Female,95,3,1,Sales Representative,2,Married,13497,7593,6,No,17,3,2,1,3,4,4,9,10,1,13,No
43,Travel_Rarely,1291,Sales,26,1,Marketing,2,Male,74,3,4,Research Director,2,Married,19944,18586,1,No,22,3,3,1,38,3,2,15,7,11,0,No
43,Travel_Rarely,438,Research & Development,21,2,Life Sciences,3,Female,96,2,2,Sales Executive,4,Single,8527,9153,2,No,19,4,2,2,10,0,1,3,0,5,5,No
38,Non-Travel,292,Human Resources,28,2,Medical,4,Female,98,2,3,Sales Representative,3,Single,6696,6542,1,No,19,4,1,3,2,1,3,4,2,8,8,No
56,Travel_Rarely,382,Human Resources,16,2,Technical Degree,1,Female,32,1,1,Manufacturing Director,3,Single,4072,18192,5,No,23,4,1,0,24,4,1,19,7,11,1,No
53,Travel_Frequently,1459,Human Resources,4,3,Technical Degree,4,Female,67,3,5,Manager,1,Married,13018,15403,7,No,24,3,2,3,23,5,1,5,7,8,7,No
50,Travel_Rarely,489,Research & Development,8,1,Other,4,Female,71,4,1,Human Resources,3,Single,5476,15065,7,No,16,3,4,1,8,6,3,10,10,13,3,No
47,Travel_Rarely,1099,Research & Development,2,4,Life Sciences,3,Female,69,4,1,Healthcare Representative,2,Divorced,12067,26394,0,No,24,3,4,2,7,5,4,16,4,0,9,No
54,Travel_Frequently,624,Human Resources,10,2,Human Resources,4,Male,79,2,2,Research Director,4,Married,5489,11878,8,No,16,3,2,0,38,3,1,2,7,3,0,Yes
40,Travel_Rarely,1363,Human Resources,9,1,Technical Degree,4,Male,64,4,2,Healthcare Representative,1,Divorced,17219,2828,7,Yes,14,4,4,2,30,1,3,15,8,3,10,Yes
27,Non-Travel,758,Sales,23,5,Marketing,1,Female,53,1,5,Research Scientist,4,Married,15367,9170,8,No,18,4,1,0,16,2,1,35,16,0,8,No
22,Travel_Rarely,815,Sales,15,2,Technical Degree,4,Male,46,4,5,Manufacturing Director,3,Single,7855,20406,8,Yes,24,4,4,2,30,4,1,25,4,9,10,No
53,Travel_Rarely,990,Sales,13,2,Other,1,Female,69,2,5,Research Scientist,3,Married,4097,26678,5,No,12,4,2,3,3,5,3,23,18,1,3,No
51,Travel_Rarely,1212,Human Resources,23,4,Medical,3,Male,95,1,4,Sales Representative,1,Divorced,12817,11749,2,Yes,15,3,4,1,3,5,4,33,18,5,4,No
48,Travel_Rarely,1218,Human Resources,17,3,Other,1,Male,73,3,4,Sales Representative,3,Married,2084,22595,0,No,11,3,2,2,36,4,2,19,1,9,16,No
27,Travel_Rarely,551,Human Resources,16,3,Technical Degree,2,Female,52,1,2,Laboratory Technician,4,Divorced,1552,23338,7,Yes,20,4,1,2,7,5,3,16,18,14,4,Yes
36,Travel_Rarely,527,Sales,28,2,Human Resources,2,Male,35,2,2,Sales Representative,2,Single,2153,22471,9,Yes,24,3,3,0,5,2,2,19,14,2,16,No
49,Travel_Rarely,1274,Research & Development,2,1,Technical Degree,1,Female,95,2,5,Sales Executive,1,Divorced,19629,26679,2,No,12,3,1,3,8,5,3,15,7,8,2,No
18,Travel_Frequently,1499,Human Resources,20,5,Life Sciences,2,Male,50,4,4,Sales Executive,3,Single,19070,15216,6,Yes,11,4,1,3,7,4,3,3,7,2,10,No
22,Travel_Rarely,1145,Research & Development,20,5,Technical Degree,3,Female,64,4,3,Human Resources,4,Divorced,18077,13049,9,Yes,16,4,2,0,31,0,2,17,0,2,16,No
21,Non-Travel,982,Research & Development,27,1,Human Resources,2,Male,58,3,4,Manager,2,Single,9689,8785,5,No,12,3,1,3,14,5,2,35,13,14,7,Yes
33,Travel_Rarely,412,Research & Development,14,2,Life Sciences,1,Female,36,3,2,Healthcare Representative,3,Divorced,14483,10998,2,Yes,22,4,1,1,17,4,4,34,10,8,7,Yes
41,Non-Travel,939,Sales,3,5,Marketing,3,Male,82,2,4,Manager,1,Single,16034,25550,5,Yes,14,4,4,2,22,0,3,29,6,2,1,Yes
33,Travel_Rarely,618,Research & Development,23,3,Life Sciences,2,Female,66,2,2,Manager,3,Single,13159,6655,2,Yes,23,4,2,0,4,5,3,17,17,5,6,No
19,Travel_Rarely,1329,Human Resources,12,1,Other,3,Male,52,2,5,Sales Executive,3,Single,1805,20458,8,No,15,4,4,3,26,5,3,20,14,5,5,No
45,Non-Travel,474,Sales,8,4,Medical,1,Female,37,3,5,Healthcare Representative,3,Divorced,1920,8918,0,No,17,4,2,1,32,4,4,31,9,0,6,No
49,Travel_Rarely,550,Human Resources,2,2,Other,2,Male,77,2,5,Human Resources,2,Divorced,14162,5436,7,No,20,4,4,1,1,3,2,4,3,12,11,No
44,Non-Travel,1114,Human Resources,4,1,Life Sciences,3,Female,39,3,3,Manufacturing Director,2,Single,2443,23432,4,No,11,4,4,3,37,3,3,22,0,12,6,No
37,Non-Travel,694,Sales,14,5,Marketing,3,Male,53,2,3,Laboratory Technician,3,Married,8048,26873,3,Yes,22,4,3,3,27,1,2,29,13,6,6,No
41,Travel_Rarely,1302,Human Resources,16,2,Technical Degree,2,Female,76,1,2,Sales Executive,3,Single,14707,6872,0,No,21,4,1,0,23,3,4,26,19,8,0,No
29,Travel_Rarely,1333,Human Resources,19,3,Life Sciences,3,Female,82,1,1,Research Scientist,1,Married,18929,2360,8,No,15,3,4,3,20,2,1,14,19,8,9,No
52,Travel_Frequently,599,Sales,2,2,Other,3,Female,68,2,3,Laboratory Technician,3,Single,2210,13909,8,No,14,4,3,0,30,1,2,13,8,8,9,No
50,Travel_Rarely,563,Human Resources,12,2,Life Sciences,1,Female,96,1,2,Manufacturing Director,4,Divorced,17004,6599,4,No,17,4,4,2,10,3,4,20,12,1,11,No
50,Travel_Rarely,1247,Research & Development,29,3,Life Sciences,1,Male,95,3,4,Sales Representative,4,Married,11272,12168,8,No,24,4,4,1,27,0,1,33,16,0,2,No
54,Travel_Rarely,212,Human Resources,14,3,Life Sciences,1,Male,35,4,5,Manager,1,Divorced,7212,8731,9,Yes,20,3,3,0,39,6,3,25,19,5,2,Yes
29,Non-Travel,1135,Research & Development,6,2,Marketing,1,Male,50,1,5,Research Director,2,Married,11340,4077,8,No,17,4,3,1,3,4,3,24,3,5,12,No
20,Travel_Frequently,1249,Human Resources,13,3,Human Resources,1,Female,65,4,5,Human Resources,3,Married,10700,15750,6,No,18,4,3,2,15,3,2,30,4,3,12,No
18,Travel_Rarely,430,Sales,4,1,Human Resources,1,Female,32,1,2,Manager,1,Married,18297,20557,7,No,14,3,1,3,11,0,1,5,17,12,5,Yes
50,Travel_Rarely,1406,Sales,22,3,Life Sciences,2,Female,71,3,5,Sales Representative,2,Married,9581,6691,0,No,14,3,1,0,21,6,4,3,16,7,2,No
57,Non-Travel,239,Human Resources,18,3,Marketing,1,Female,74,1,3,Manufacturing Director,1,Divorced,14045,19773,3,Yes,20,4,4,3,34,1,3,23,6,4,14,No
27,Travel_Rarely,1001,Sales,12,2,Marketing,3,Female,73,1,4,Research Scientist,2,Married,3570,26346,9,No,15,3,1,1,15,4,3,30,9,6,8,No
46,Travel_Rarely,1220,Human Resources,20,1,Life Sciences,2,Male,62,2,5,Human Resources,3,Single,3779,24355,9,Yes,15,3,3,0,23,3,1,18,8,8,5,No
30,Travel_Frequently,616,Sales,27,4,Other,3,Male,89,4,2,Human Resources,1,Single,19360,5514,3,Yes,21,3,2,2,34,1,4,10,12,12,5,Yes
29,Non-Travel,668,Research & Development,22,4,Other,1,Male,99,4,4,Manufacturing Director,3,Married,12628,26838,8,No,13,3,1,2,27,3,3,28,17,0,7,No
48,Travel_Rarely,945,Human Resources,21,5,Medical,1,Female,55,3,5,Laboratory Technician,1,Divorced,18178,4919,2,No,15,3,3,3,28,1,3,4,11,8,10,No
19,Travel_Frequently,1192,Research & Development,19,3,Life Sciences,3,Female,50,3,1,Manager,2,Divorced,2722,18385,9,No,15,4,3,2,20,3,2,17,7,12,15,Yes
52,Travel_Rarely,217,Research & Development,8,3,Medical,3,Female,31,4,5,Laboratory Technician,1,Married,14885,20317,9,No,18,3,3,2,24,6,4,2,17,12,8,No
40,Travel_Rarely,987,Human Resources,7,1,Other,3,Female,76,2,3,Sales Executive,4,Divorced,18282,2393,0,No,17,4,3,3,38,0,3,39,4,3,10,No
34,Non-Travel,1182,Research & Development,16,4,Other,4,Female,59,2,4,Manufacturing Director,4,Divorced,1102,26881,4,Yes,18,4,4,3,30,2,1,10,6,6,15,Yes
43,Travel_Frequently,1156,Human Resources,19,5,Life Sciences,4,Female,56,4,3,Sales Executive,1,Divorced,14262,15457,6,No,23,4,3,0,14,6,3,20,14,10,5,No
25,Non-Travel,1441,Research & Development,6,1,Medical,4,Female,49,1,1,Research Scientist,4,Married,8453,2529,3,No,15,3,3,0,34,0,4,29,2,3,16,No
46,Travel_Rarely,149,Human Resources,20,3,Medical,4,Male,79,4,1,Laboratory Technician,3,Single,10639,23007,8,No,22,4,4,3,37,4,2,18,17,3,15,No
43,Travel_Rarely,118,Human Resources,27,4,Life Sciences,2,Male,52,1,3,Research Director,4,Single,13406,14211,5,No,21,3,1,1,21,3,3,24,5,12,0,No
27,Non-Travel,825,Sales,21,5,Medical,1,Female,42,4,4,Manufacturing Director,4,Single,19416,22452,5,No,12,4,2,1,4,2,1,34,5,14,7,No
43,Travel_Rarely,296,Human Resources,11,2,Technical Degree,3,Female,33,1,1,Manufacturing Director,3,Single,13224,25891,2,No,18,4,4,0,12,6,3,11,19,13,9,No
51,Non-Travel,658,Human Resources,5,4,Other,1,Female,43,2,1,Human Resources,3,Single,7172,8495,9,No,19,4,4,0,31,2,1,25,0,14,1,No
58,Non-Travel,551,Research & Development,16,5,Human Resources,3,Male,49,4,5,Sales Representative,2,Divorced,12252,8953,9,No,12,3,1,3,2,4,4,4,16,3,8,No
24,Travel_Rarely,388,Human Resources,7,1,Marketing,1,Male,42,3,2,Research Scientist,3,Divorced,18918,23437,4,No,24,4,1,1,14,4,2,18,10,5,3,No
21,Travel_Frequently,1264,Sales,27,2,Medical,2,Female,32,1,1,Laboratory Technician,1,Divorced,8197,21056,9,No,11,3,3,3,26,2,4,26,1,4,10,Yes
28,Travel_Rarely,1207,Research & Development,5,5,Medical,4,Male,76,2,4,Manufacturing Director,4,Married,14677,3713,5,No,22,3,1,0,26,4,3,37,8,1,9,No
46,Travel_Rarely,490,Research & Development,11,5,Marketing,1,Male,32,3,4,Manufacturing Director,2,Divorced,12039,22428,3,No,16,3,2,2,29,4,3,28,18,8,13,No
53,Non-Travel,314,Sales,15,3,Medical,3,Male,30,2,5,Research Director,3,Single,5570,2635,2,No,13,4,4,2,5,3,2,11,5,10,6,No
42,Non-Travel,314,Research & Development,3,4,Marketing,1,Female,53,1,4,Manager,4,Divorced,7706,23518,4,No,11,4,2,2,24,0,1,18,6,5,5,No
38,Non-Travel,227,Research & Development,26,3,Life Sciences,2,Male,64,4,5,Laboratory Technician,1,Single,12655,17193,6,No,23,4,3,3,27,5,4,8,3,9,15,No
53,Non-Travel,859,Research & Development,5,2,Technical Degree,2,Male,43,2,1,Human Resources,1,Divorced,1434,25003,5,No,16,4,2,1,21,1,1,17,2,5,12,Yes
27,Travel_Rarely,503,Research & Development,23,5,Technical Degree,1,Female,96,4,1,Research Director,2,Single,16139,16633,1,No,22,3,3,0,3,2,3,28,1,8,11,Yes
54,Travel_Rarely,1152,Sales,21,3,Other,4,Female,42,4,1,Human Resources,1,Divorced,10449,11309,0,No,18,4,2,1,14,1,1,2,9,0,14,Yes
26,Travel_Rarely,437,Sales,5,4,Human Resources,3,Male,76,2,1,Healthcare Representative,4,Single,10122,17778,4,No,19,3,4,1,25,2,4,22,9,6,7,No
41,Non-Travel,930,Research & Development,9,2,Medical,2,Female,79,2,2,Laboratory Technician,3,Single,14603,9445,4,No,23,3,2,0,17,2,1,29,16,2,3,No
52,Travel_Rarely,813,Research & Development,15,1,Human Resources,2,Male,55,2,2,Manufacturing Director,1,Married,11991,14415,5,Yes,16,4,1,1,8,0,3,23,15,3,7,No
52,Travel_Frequently,460,Sales,3,3,Life Sciences,1,Male,32,4,1,Healthcare Representative,3,Divorced,14859,16281,2,Yes,22,4,2,2,3,6,4,36,0,0,15,Yes
53,Non-Travel,668,Sales,29,2,Technical Degree,2,Female,80,3,4,Human Resources,4,Single,16571,8602,0,No,16,3,4,0,4,6,1,36,11,2,15,No
35,Travel_Frequently,317,Sales,6,1,Life Sciences,2,Female,69,1,5,Human Resources,4,Divorced,7461,2037,3,No,11,3,3,2,5,2,1,3,19,13,1,No
56,Travel_Frequently,301,Research & Development,17,3,Life Sciences,3,Male,97,3,3,Laboratory Technician,3,Single,6996,11824,3,No,15,4,2,3,11,2,4,27,19,13,16,No
49,Non-Travel,116,Research & Development,26,2,Medical,4,Female,65,4,5,Sales Representative,4,Married,5852,5775,9,Yes,13,4,2,2,30,0,3,15,9,13,4,No
41,Travel_Rarely,421,Human Resources,21,2,Life Sciences,3,Female,80,2,3,Manager,2,Married,3512,22469,1,Yes,17,4,1,3,8,4,4,12,0,6,4,No
40,Travel_Rarely,617,Sales,8,3,Technical Degree,4,Male,30,2,3,Manufacturing Director,1,Married,16446,12555,7,No,22,3,3,3,6,6,3,7,15,13,11,Yes
49,Travel_Rarely,1448,Research & Development,21,2,Human Resources,3,Male,62,1,1,Healthcare Representative,2,Married,2263,7120,5,Yes,19,3,3,0,28,5,1,24,10,5,6,No
54,Travel_Rarely,1441,Sales,25,5,Technical Degree,1,Male,36,1,3,Research Scientist,2,Single,3747,16678,2,No,23,4,3,2,13,1,4,1,3,12,4,No
29,Travel_Rarely,780,Research & Development,11,3,Medical,2,Male,81,3,1,Sales Representative,2,Divorced,16416,25128,0,No,21,3,4,2,19,2,3,29,2,0,3,No
30,Travel_Rarely,1205,Sales,6,2,Technical Degree,4,Male,40,3,2,Manufacturing Director,3,Married,8280,19425,2,No,16,3,4,2,31,0,4,39,12,14,16,No
40,Travel_Rarely,524,Research & Development,8,1,Marketing,1,Male,56,1,4,Research Scientist,3,Married,11974,6715,7,Yes,15,3,1,0,21,2,1,2,14,8,5,No
42,Travel_Rarely,1327,Human Resources,10,1,Human Resources,2,Female,43,4,3,Manager,4,Married,18477,3394,3,Yes,17,3,2,3,35,6,4,22,9,3,13,Yes
52,Travel_Rarely,1118,Human Resources,24,5,Marketing,2,Female,75,3,4,Research Scientist,3,Divorced,11978,4869,2,No,21,4,4,3,17,0,1,28,5,6,8,No
58,Travel_Rarely,486,Sales,29,3,Marketing,2,Male,39,2,1,Research Scientist,4,Single,12007,5676,3,Yes,19,3,3,3,39,1,1,29,10,3,3,No
47,Travel_Rarely,877,Research & Development,3,2,Other,3,Female,53,2,3,Sales Representative,3,Single,4763,5721,3,No,15,4,2,0,24,3,1,10,0,6,10,No
34,Non-Travel,197,Research & Development,23,2,Medical,1,Female,90,4,5,Sales Executive,4,Single,13227,7690,1,No,15,4,2,0,30,6,3,20,19,4,15,No
37,Non-Travel,1468,Sales,14,1,Life Sciences,1,Male,47,1,2,Sales Representative,1,Single,14031,7818,3,Yes,20,3,2,1,34,4,3,26,3,0,15,No
42,Travel_Frequently,307,Research & Development,23,5,Marketing,2,Female,38,3,2,Healthcare Representative,4,Divorced,11515,2234,8,Yes,14,4,1,2,25,3,2,23,9,14,15,Yes
39,Travel_Rarely,685,Sales,14,1,Technical Degree,4,Female,46,2,3,Sales Executive,1,Divorced,1232,5140,3,Yes,15,4,4,3,3,0,3,30,14,3,5,No
30,Non-Travel,265,Research & Development,10,1,Life Sciences,1,Male,87,1,2,Manager,4,Divorced,19485,10638,0,No,17,4,4,1,19,2,2,29,0,14,14,No
36,Non-Travel,121,Sales,12,5,Technical Degree,3,Female,42,3,5,Sales Representative,3,Married,13544,14897,0,Yes,13,3,2,1,33,4,4,0,14,2,2,Yes
53,Non-Travel,253,Research & Development,6,3,Technical Degree,4,Female,79,4,4,Sales Executive,3,Divorced,3028,26583,0,No,14,4,1,2,11,6,1,0,2,5,8,No
29,Travel_Frequently,1418,Sales,12,2,Life Sciences,4,Male,35,2,5,Human Resources,1,Single,19313,19383,4,No,19,3,1,0,15,1,3,7,0,5,0,Yes
58,Travel_Rarely,318,Research & Development,23,3,Life Sciences,4,Female,80,4,2,Sales Representative,2,Divorced,17022,19718,5,No,22,4,4,1,4,6,1,33,5,0,10,No
36,Travel_Frequently,768,Human Resources,14,4,Technical Degree,4,Female,65,4,4,Sales Executive,2,Married,10650,10325,5,Yes,12,4,4,0,34,5,2,15,18,13,5,No
29,Travel_Rarely,329,Research & Development,2,4,Medical,1,Female,54,4,5,Laboratory Technician,4,Single,19361,12624,5,No,18,4,1,0,26,4,3,26,3,13,4,No
26,Travel_Rarely,119,Sales,9,4,Human Resources,2,Male,40,3,1,Healthcare Representative,3,Divorced,3413,26631,8,No,19,4,3,2,0,2,3,3,11,10,11,No
24,Travel_Rarely,652,Human Resources,10,5,Other,4,Male,73,4,1,Manufacturing Director,2,Single,9026,23472,0,No,15,3,1,1,33,3,3,18,1,1,6,No
45,Travel_Rarely,1049,Research & Development,26,1,Human Resources,3,Female,43,3,4,Research Scientist,3,Single,6418,23863,9,No,17,4,3,3,31,0,3,28,16,12,1,No
31,Non-Travel,247,Human Resources,17,3,Medical,3,Female,58,3,4,Sales Executive,3,Divorced,10952,8090,5,No,16,4,4,1,38,3,1,2,5,11,6,No
48,Travel_Frequently,1231,Research & Development,17,2,Other,2,Male,79,4,4,Manufacturing Director,3,Divorced,4597,13377,7,No,11,4,1,3,32,6,3,10,11,1,8,No
36,Travel_Frequently,502,Human Resources,3,4,Life Sciences,1,Male,34,4,1,Sales Representative,4,Married,18762,19495,7,No,18,3,1,3,30,4,2,7,14,11,7,Yes
33,Travel_Rarely,695,Sales,19,3,Other,2,Female,98,1,5,Manufacturing Director,1,Divorced,1620,16870,2,No,19,3,1,0,12,5,3,38,16,9,8,No
22,Travel_Frequently,466,Research & Development,1,4,Technical Degree,4,Male,86,2,4,Human Resources,4,Divorced,1929,26719,4,No,20,4,1,3,1,2,2,32,0,13,9,No
52,Travel_Frequently,1432,Research & Development,12,4,Human Resources,1,Female,55,1,1,Research Director,2,Divorced,16455,21300,9,Yes,21,4,2,2,29,0,2,7,13,3,11,Yes
29,Travel_Rarely,901,Sales,7,2,Other,1,Female,35,2,4,Research Director,1,Single,15905,25183,3,No,11,4,2,1,9,2,1,24,1,12,1,No
42,Non-Travel,1017,Human Resources,4,5,Technical Degree,4,Male,45,2,4,Healthcare Representative,2,Married,1974,4103,0,No,18,4,4,0,22,2,3,23,3,8,9,No
38,Travel_Rarely,1257,Sales,10,1,Medical,3,Male,89,1,4,Sales Executive,1,Single,13679,7125,8,Yes,13,3,4,0,32,5,2,25,19,10,2,Yes
53,Travel_Rarely,1406,Sales,13,5,Other,4,Female,41,1,1,Human Resources,1,Divorced,19073,8590,4,No,22,3,1,3,38,4,3,25,1,1,0,No
40,Non-Travel,172,Human Resources,2,3,Technical Degree,2,Female,32,2,5,Research Scientist,4,Married,5671,12212,1,Yes,16,3,2,0,28,3,1,16,13,10,16,No
33,Non-Travel,580,Sales,10,5,Medical,4,Male,92,2,1,Manager,3,Divorced,14599,11600,1,Yes,20,4,4,2,29,2,1,26,17,7,0,Yes
56,Travel_Rarely,1475,Research & Development,21,3,Life Sciences,3,Female,93,2,1,Healthcare Representative,3,Single,13810,4921,6,No,18,4,3,2,33,6,3,28,7,10,4,No
59,Non-Travel,659,Research & Development,22,3,Medical,4,Male,91,3,4,Research Director,1,Single,9917,6734,3,No,15,4,2,0,38,6,2,38,19,11,13,No
56,Travel_Rarely,1449,Research & Development,25,1,Medical,2,Male,35,2,3,Laboratory Technician,4,Divorced,9353,21757,0,No,18,4,2,0,16,2,4,8,0,0,5,No
31,Travel_Frequently,844,Sales,4,2,Human Resources,2,Male,48,4,3,Manager,2,Married,8784,25138,4,No,17,3,2,2,21,2,4,13,15,11,8,No
48,Travel_Frequently,199,Research & Development,18,1,Technical Degree,3,Male,47,4,3,Manager,2,Single,15225,18037,1,Yes,17,3,1,3,4,0,1,4,6,7,13,Yes
22,Non-Travel,1182,Research & Development,5,5,Other,2,Male,72,4,1,Laboratory Technician,3,Divorced,1658,2836,6,No,17,3,3,0,10,2,2,29,5,2,3,No
52,Travel_Frequently,607,Research & Development,19,3,Human Resources,2,Female,32,1,4,Sales Representative,3,Divorced,3897,14094,8,Yes,19,4,1,3,21,6,4,27,18,13,0,Yes
40,Non-Travel,357,Research & Development,2,4,Marketing,4,Male,67,1,3,Manufacturing Director,2,Divorced,13291,11028,0,No,16,4,4,0,31,2,2,36,9,14,5,No
46,Non-Travel,512,Research & Development,12,4,Medical,1,Male,97,1,2,Healthcare Representative,2,Married,19926,12749,1,No,16,4,3,2,23,4,3,7,5,4,6,No
28,Travel_Rarely,1188,Research & Development,17,3,Marketing,2,Male,73,2,2,Human Resources,4,Divorced,14572,17432,5,No,21,4,1,0,10,6,1,14,9,0,5,No
35,Travel_Rarely,694,Sales,10,1,Human Resources,2,Male,92,4,2,Manager,2,Divorced,4205,13051,7,No,19,4,2,0,10,2,3,27,18,0,0,No
29,Travel_Rarely,1277,Research & Development,2,2,Technical Degree,3,Male,71,2,5,Manufacturing Director,4,Single,5044,25091,6,No,16,3,3,0,16,5,3,35,2,5,7,No
26,Travel_Rarely,365,Research & Development,6,1,Human Resources,3,Male,93,3,4,Research Director,3,Divorced,4433,17586,8,No,17,4,2,2,31,5,3,32,19,2,11,No
27,Non-Travel,920,Human Resources,8,3,Technical Degree,4,Male,83,3,1,Human Resources,2,Married,7711,7312,1,Yes,17,4,4,2,18,6,2,5,2,7,10,No
34,Non-Travel,1202,Sales,29,3,Technical Degree,4,Female,66,1,1,Healthcare Representative,3,Divorced,8384,5822,8,No,12,3,3,2,26,2,4,11,19,3,1,No
55,Travel_Rarely,1438,Sales,19,2,Life Sciences,2,Female,33,3,4,Research Scientist,1,Married,18261,24537,3,Yes,23,3,4,1,31,5,3,6,5,5,1,No
24,Travel_Rarely,761,Sales,11,5,Medical,1,Female,31,4,5,Manager,1,Divorced,18475,13622,2,No,22,4,4,1,24,4,1,27,16,12,1,No
